Species,Glucose_F,Galactose_F,Sucrose_F,Maltose_F,Lactose_F,Raffinose_F,Trehalose_F,Glucose,Inulin,Sucrose,Raffinose,Melibiose,Galactose,Lactose,Trehalose,Maltose,Melezitose,Methyl-?-D-glucoside,Soluble Starch,Cellobiose,Salicin,L-Sorbose,L-Rhamnose,D-Xylose,L-Arabinose,D-Arabinose,D-Ribose,Methanol,Ethanol,Glycerol,Erythritol,Ribitol,Galactitol,D-Mannitol,D-Glucitol,myo-Inositol,DL-Lactate,Succinate,Citrate,D-Gluconate,D-Glucosamine,N-Acetyl-D-glucosamine,Hexadecane,Nitrate,Nitrite,Vitamin-free,2-Keto-D-gluconate,5-Keto-D-gluconate,Saccharate,Xylitol,L-Arabinitol,Arbutin,"Propane 1,2 diol","Butane 2,3 diol",Cadaverine,Creatinine,L-Lysine,Ethylamine,50% Glucose,10% NaCl/5% glucose,Starch formation,Urease,Gelatin liquefaction,0.01% Cycloheximide,0.1% Cycloheximide,Growth at 19°C,Growth at 25°C,Growth at 30°C,Growth at 35°C,Growth at 37°C,Growth at 40°C,Growth at 45°C
Candida fluviatilis,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,0,NA,0,NA,0,1,1,1,1,1,1,1,NA,NA
Candida fragi,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,0,NA,0,NA,0,0,0,1,1,1,NA,0,0,0
Candida freyschussii,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,0,NA,0,NA,0,0,0,1,1,1,1,1,NA,NA
Candida friedrichii,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,0,0,0,1,1,1,NA,0,0,0
Candida frijolesensis,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,NA,NA,0,NA,0,1,NA,NA,1,0,1,0,0,1,0,1,1,1,NA,0,0,NA,1,1,1,1,1,1,0,0,0
Candida fructus,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,0,NA,0,NA,0,0,0,1,1,1,NA,0,0,0
Candida fukazawae,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,0,NA,0,NA,0,0,0,1,1,1,NA,0,0,0
Candida fungicola,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,NA,NA,0,NA,NA,NA,NA,1,NA,1,1,0,NA,0,NA,0,1,0,1,1,1,NA,0,0,0
Candida galacta,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,NA,NA,0,0,0,0,NA,NA,0,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,0,0,0,1,1,1,NA,0,0,0
Candida galis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,0,NA,0,NA,0,0,0,1,1,1,NA,0,0,0
Candida galli,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,NA,NA,1,0,1,1,1,1,0,1,1,0,NA,0,NA,1,1,1,1,1,1,0,0,0,0
Candida gatunensis,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,NA,NA,0,0,0,1,NA,NA,1,0,1,0,0,1,0,1,1,0,NA,0,0,NA,1,0,1,1,1,1,NA,0,0
Candida gelsemii,1,NA,NA,NA,NA,NA,NA,1,0,1,0,0,1,0,1,1,1,0,NA,1,1,0,0,0,0,0,0,0,NA,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,NA,NA,0,NA,NA,NA,NA,1,NA,1,1,0,NA,0,NA,1,NA,0,1,1,1,NA,NA,NA,NA
Candida geochares,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,NA,NA,0,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,0,0,0,1,1,1,NA,1,NA,NA
Candida germanica,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,0,0,0,1,1,1,1,1,NA,NA
Candida ghanaensis,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,NA,NA,0,NA,NA,NA,NA,1,NA,1,1,0,NA,0,NA,0,1,0,1,1,1,1,1,NA,NA
Candida gigantensis,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,NA,NA,0,0,0,1,NA,NA,1,0,0,0,0,1,0,1,1,1,NA,0,0,NA,0,0,1,1,1,0,0,0,0
Candida glabrata,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,1,NA,0,NA,0,0,0,1,1,1,1,1,NA,NA
Candida glaebosa,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,0,NA,0,NA,NA,1,0,1,1,0,0,0,0,0
Candida glucosophila,1,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,1,NA,0,NA,NA,0,0,1,1,1,1,1,NA,NA
Candida gorgasii,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,NA,NA,0,0,NA,1,NA,NA,1,NA,1,1,0,1,0,1,1,0,NA,0,0,NA,0,0,1,1,1,1,NA,NA,NA
Candida gotoi,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,0,0,0,1,1,1,1,1,NA,NA
Candida grinbergsii,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,NA,1,1,1,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,0,1,1,1,1,NA,NA,0,0,0
Candida gropengiesseri,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,NA,1,0,1,1,1,NA,1,NA,NA
Candida guaymorum,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,NA,NA,0,0,0,1,NA,NA,0,NA,1,0,0,1,0,1,1,1,NA,0,0,NA,0,0,1,1,1,1,NA,0,0
Candida haemulonii,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,NA,NA,0,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,1,1,0,1,1,1,NA,0,0,0
Candida hawaiiana,1,NA,NA,NA,NA,NA,NA,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,0,NA,0,1,1,1,NA,0,0,0
Candida heliconiae,1,NA,NA,NA,NA,NA,NA,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,NA,0,0,NA,0,NA,NA,NA,NA,1,NA,1,1,0,NA,NA,0,NA,1,1,1,1,1,1,0,0,0
Candida hispaniensis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,NA,0,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,1,1,1,1,1,1,NA,1,NA,NA
Candida hollandica,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,1,1,1,0,1,0,0,1,1,1,1,0,NA,NA,0,NA,0,NA,0,NA,0,0,NA,1,0,1,0,1,0,NA,NA,0,NA,NA,1,1,1,1,1,0,0,0,0
Candida homilentoma,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,0,1,1,1,1,1,NA,1,NA,NA
Candida humilis,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,NA,0,NA,0,1,0,1,1,1,NA,0,0,0
Candida hungarica,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,NA,NA,1,0,NA,0,0,1,0,1,1,0,NA,0,NA,NA,1,1,1,1,1,0,0,0,0
Candida hyderabadensis,1,1,1,0,0,0,NA,1,0,1,NA,NA,1,0,0,NA,NA,NA,0,0,0,1,NA,NA,0,NA,NA,0,NA,NA,NA,1,0,1,1,NA,1,1,1,NA,0,NA,NA,0,0,NA,NA,NA,NA,1,NA,NA,0,0,NA,0,1,1,NA,NA,NA,0,NA,1,1,1,1,NA,NA,NA,NA,NA
Candida incommunis,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,0,NA,0,NA,0,1,1,1,1,1,NA,1,NA,NA
Candida inconspicua,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,1,NA,1,1,0,NA,0,NA,0,0,0,1,1,1,1,1,NA,NA
Candida infanticola,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,NA,0,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,0,1,1,1,1,1,1,1,NA,NA
Candida insectalens,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,NA,NA,0,NA,NA,NA,NA,1,NA,1,1,0,NA,0,NA,0,0,0,1,1,1,1,1,NA,NA
Candida insectamans,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,NA,NA,0,NA,NA,NA,NA,1,NA,1,1,0,NA,0,NA,0,0,0,1,1,1,1,1,NA,NA
Candida insectorum,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,0,NA,0,NA,1,1,1,1,1,1,NA,1,NA,NA
Candida insectosa,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,0,NA,0,NA,1,1,1,1,1,1,NA,0,0,0
Candida intermedia,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,0,1,0,1,1,1,NA,0,0,0
Candida ipomoeae,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,0,0,0,1,1,1,NA,1,NA,NA
Candida ishiwadae,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,0,1,1,1,1,1,NA,0,0,0
Candida jeffriesii,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,NA,NA,0,0,0,1,NA,NA,1,NA,NA,1,0,1,0,1,1,0,NA,0,0,NA,0,0,1,1,1,0,0,0,0
Candida jianshihensis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,NA,1,NA,NA,0,0,NA,NA,NA,NA,1,1,1,0,1,NA,0,NA,0,0,NA,0,0,1,1,1,0,0,0,0
Candida kipukae,1,NA,NA,NA,NA,NA,NA,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,1,0,0,1,1,1,NA,0,0,0
Candida kofuensis,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,NA,0,1,1,0,1,0,1,1,0,0,1,1,1,1,NA,NA,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,0,0,0,1,1,1,NA,0,0,0
Candida krabiensis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,NA,0,NA,1,1,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,1,1,0,NA,0,0,1,1,1,1,1,1,1,1,1,NA
Candida kruisii,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,0,1,1,1,1,1,NA,0,0,0
Candida kunorum,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,NA,NA,0,0,0,1,NA,NA,1,NA,1,1,0,1,0,1,1,1,NA,0,0,NA,0,0,1,1,1,0,0,0,0
Candida labiduridarum,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,NA,NA,0,0,0,1,NA,NA,0,1,1,0,0,1,0,1,1,1,NA,0,0,NA,1,1,1,1,1,1,0,0,0
Candida lactis-condensi,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,1,0,1,NA,0,NA,0,1,0,1,1,1,NA,0,0,0
Candida lassenensis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,0,NA,0,NA,1,1,0,1,1,1,1,1,NA,NA
Candida leandrae,1,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,NA,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,NA,1,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,0,NA,0,0,1,1,1,1,0,0,0
Candida lessepsii,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,NA,NA,0,NA,0,0,NA,NA,1,NA,1,1,0,1,0,1,1,1,NA,0,0,NA,1,0,1,1,1,1,NA,NA,NA
Candida lignohabitans,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,NA,0,1,1,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,0,1,1,1,1,1,1,1,NA,NA
Candida lignosa,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,0,NA,0,NA,0,1,1,1,1,1,NA,0,0,0
Candida linzhiensis,1,1,0,0,0,0,NA,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,NA,0,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,0,0,NA,NA,NA,1,1,0,0,0,0,0
Candida litsaeae,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,0,NA,0,NA,1,1,0,1,1,1,1,1,NA,NA
Candida llanquihuensis,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,0,NA,0,NA,0,1,1,1,1,1,NA,0,0,0
Candida lycoperdinae,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,NA,NA,0,0,0,1,NA,NA,0,0,1,0,0,1,0,1,1,1,NA,0,0,NA,0,0,1,1,1,0,0,0,0
Candida lyxosophila,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,0,NA,0,NA,0,1,0,1,1,1,NA,0,0,0
Candida magnoliae,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,1,0,0,1,1,1,NA,1,NA,NA
Candida maltosa,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,0,1,1,1,1,1,1,1,NA,NA
Candida marilandica,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,NA,1,1,1,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,0,1,1,1,1,1,1,1,NA,NA
Candida marionensis,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,NA,0,1,1,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,0,1,1,1,1,1,1,1,NA,NA
Candida maris,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,0,NA,0,NA,0,1,0,1,1,1,1,1,NA,NA
Candida maritima,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,0,NA,0,NA,0,0,0,1,1,1,NA,0,0,0
Candida maxii,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,NA,NA,0,NA,0,1,NA,NA,1,NA,1,0,0,1,0,1,1,1,NA,0,0,NA,0,0,1,1,1,0,0,0,0
Candida melibiosica,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,0,0,0,1,1,1,1,1,NA,NA
Candida membranifaciens,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,0,0,0,1,1,1,NA,1,NA,NA
Candida mesenterica,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,0,NA,0,NA,0,0,0,1,1,0,NA,0,0,0
Candida metapsilosis,1,0,0,0,0,0,NA,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,NA,NA,0,0,0,1,NA,NA,1,NA,0,1,0,1,0,1,1,0,NA,0,0,NA,1,0,1,1,1,1,1,1,NA
Candida methanosorbosa,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,0,NA,0,NA,0,1,0,1,1,1,1,1,NA,NA
Candida michaelii,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,NA,NA,0,0,0,0,NA,NA,1,NA,1,1,1,1,0,1,1,1,NA,0,0,NA,0,0,1,1,1,1,NA,NA,NA
Candida milleri,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,NA,0,NA,0,1,1,1,1,1,NA,0,0,0
Candida mogii,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,0,0,0,1,1,1,1,1,NA,NA
Candida montana,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,NA,NA,0,NA,NA,NA,NA,1,NA,1,1,0,NA,0,NA,0,0,0,1,1,1,NA,0,0,0
Candida mucifera,0,0,0,0,0,0,0,1,0,0,NA,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,0,1,1,1,1,1,NA,0,0,0
Candida multigemmis,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,NA,1,0,0,0,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,NA,0,NA,1,0,0,1,1,1,NA,0,0,0
